System Name,System Type,CPU Count,CPU Ppin,CPU Serial Number,Memory Count,Memory Size,Memory Speed,BIOS,Board Product,HW Config,Board Serial,PBA,SuperGroup,Group,Team,Division,Subdivision,Discipline,Val Team,Function,Pool,Product,Project,Processor,Domain,Activity,Owner,Site,Active State,System State,NGA Project,NGA Activity,NGA Config,Last Scan,BAT Result,HMA Version,Location,HMA Status
cs17ca101ms0701,BHS-AVC-CWF,2,"4EB544CC3FF49E21, 4EB5444DAC5E1A0A","D5XH560200003, D5XH560200259",24,768.0,6400,BHSDCRB1.IPC.3544.P98.2508260307,AvenueCity,BaseIO 2,MVAJ41800185,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-09-09T04:44:36,Pass,,,Not Running
cs17ca101ms0702,BHS-AVC-CWF,2,"4DA3054A892E816E, 4DA3047771BC0395","D58Y4L4300058, D58Y4L4300031",24,2304.0,6400,BHSDCRB1.IPC.3544.P97.2508180758,AvenueCity,BaseIO 2,MVAJ41600306,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Debug,"Jagadeesh, N; Guru V, Narayana",CtrlS,Under Repair,offline,,,,2025-08-11T08:41:39,Pass,,,Not Running
cs17ca101ms0703,BHS-AVC-CWF,2,"4DE4CC4C097E4A3A, 4DE4AE4C163E1B5F","D5PP342100660, D5PP342100735",24,3072.0,7200,BHSDCRB1.IPC.3545.P04.2509080958,AvenueCity,BaseIO 2,MVAJ41300125,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-07-29T07:17:30,Pass,,,Not Running
cs17ca101ms0704,BHS-AVC-CWF,2,"4E99084B066A183F, 4EA4A87CB443B623","D5XH560200006, D5XH560200001",24,3072.0,7200,BHSDCRB1.IPC.3545.P04.2509110732,AvenueCity,BaseIO 2,MVAJ41500313,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-09-18T09:39:29,Pass,,,Not Running
cs17ca101ms0705,BHS-AVC-CWF,2,"4ECFA8CD06D7253E, 4ECFABCD54ACE432","D5DJ814900011, D5DJ814900718",24,1536.0,6400,BHSDCRB1.IPC.3545.P04.2509080958,AvenueCity,BaseIO 2,MVAJ41600777,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-08-20T03:53:13,Pass,,,Not Running
cs17ca101ms0706,BHS-AVC-CWF,2,"4D375BCD756F5362, 4D375C4B54A49530","D5G46D9200196, D5SP022100058",24,1536.0,6400,BHSDCRB1.IPC.3544.P97.2508180758,AvenueCity,BaseIO 2,MVAJ41800163,,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-07-12T13:41:39,Pass,,,Not Running
cs17ca101ms0707,BHS-AVC-CWF,2,"4DA24D4D0CAC0D13, 4DA24C4CC1301E1D","D5CU720100058, D513EU4200084",24,768.0,6400,BHSDCRB1.IPC.3545.P04.2509080958,AvenueCity,BaseIO 2,MVAJ41600278,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-08-01T10:59:32,Pass,,,Not Running
cs17ca101ms0708,BHS-AVC-CWF,2,"4DE3D02F57466502, 4DE4CDCB724AA87D","D5QF552800032, D5BP045400095",24,1152.0,6400,BHSDCRB1.IPC.3544.P98.2508260307,AvenueCity,BaseIO 2,MVAJ41600240,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Debug,"Guru V, Narayana",CtrlS,Under Repair,online,,,,2025-09-08T09:23:55,Pass,,,Not Running
cs17ca101ms0709,BHS-AVC-CWF,2,"4D4136470B0069D4, 4D369A5DF5B553B0","D56N7M2100203, D5851E4S00174",24,2304.0,6400,BHSDCRB1.IPC.3545.P04.2509080958,AvenueCity,BaseIO 2,MVAJ41300113,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Released,"Guru V, Narayana",CtrlS,Validation,offline,,,,2025-09-16T10:56:53,Pass,,,Not Running
cs17ca101ms0710,BHS-AVC-CWF,1,4DA33C4A1DCBD11E,D5BG626000269,12,768.0,6400,BHSDCRB1.IPC.3545.P04.2509080958,AvenueCity,BaseIO 2,MVAJ41600465,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-08-05T04:11:05,Pass,,,Not Running
cs17ca101ms0801,BHS-AVC-CWF,1,4D1286FC17AFE50A,D5VP333000210,12,768.0,6400,BHSDCRB1.IPC.3545.P04.2509110732,AvenueCity,BaseIO 2,MVAJ41600691,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-08-22T06:09:17,Pass,,,Not Running
cs17ca101ms0802,BHS-AVC-CWF,2,"4DA25E10EBAED3FD, 4DA2604C509A782C","D51KF12100209, D5LH361800261",24,1536.0,6400,BHSDCRB1.IPC.3545.P04.2509080958,AvenueCity,BaseIO 2,MVAJ41600142,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-07-28T10:56:27,Pass,,,Not Running
cs17ca101ms0803,BHS-AVC-CWF,2,"4EC2E64C6B585468, 4EC2C3CBFB0DFB78","D5YW437300062, D5YW437300159",24,1536.0,6400,BHSDCRB1.IPC.3545.P04.2509110732,AvenueCity,BaseIO 2,MVAJ41600534,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-09-22T10:57:12,Pass,,,Not Running
cs17ca101ms0804,BHS-AVC-CWF,2,"4D12844D29881539, 4D12874C4D7FE212","D5VP333000150, D5VP333000063",24,1536.0,6400,BHSDCRB1.IPC.3544.P97.2508180758,AvenueCity,BaseIO 2,MVAJ41600696,,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Debug,"Guru V, Narayana",CtrlS,Under Repair,online,,,,2025-07-01T05:06:55,Pass,,,Not Running
cs17ca101ms0805,BHS-AVC-CWF,2,"4DE40FCD44BCEA51, 4DE40DCE6398EA45","D5XP778000084, D5XP778000018",24,1536.0,6400,BHSDCRB1.IPC.3544.P98.2508260307,AvenueCity,BaseIO 2,MVAJ41600292,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-08-08T10:05:15,Pass,,,Not Running
cs17ca101ms0806,BHS-AVC-CWF,2,"4ECFA510112A950A, 4ECF95CC179B9E14","D5DJ814900721, D5DJ814900043",24,1536.0,6400,BHSDCRB1.IPC.3545.P04.2509080958,AvenueCity,BaseIO 2,MVAJ41600644,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-08-20T11:58:38,Pass,,,Not Running
cs17ca101ms0807,BHS-AVC-CWF,2,"4DA2974A28E10A0D, 4DA3034DE2143A03","D5LH361800110, D51KF12100075",24,3072.0,7200,BHSDCRB1.IPC.3545.P04.2509080958,AvenueCity,BaseIO 2,MVAJ41500021,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Released,"Guru V, Narayana",CtrlS,Validation,offline,,,,2025-09-08T07:03:15,Pass,,,Not Running
cs17ca101ms0808,BHS-AVC-CWF,2,"4EA4ABCDDEA4D727, 4EA4AB4BF86D4128","D5XH560200181, D5XH560200186",24,1152.0,6400,BHSDCRB1.IPC.3545.P04.2509110732,AvenueCity,BaseIO 2,MVAJ41600662,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,,Execution.Debug,"Guru V, Narayana",CtrlS,Under Repair,online,,,,2025-09-18T07:10:46,Pass,,,Not Running
cs17ca101ms0809,BHS-AVC-CWF,2,"4EA4AA5D33B28433, 4EA4AA4D3A2DFE49","D5XH560200119, D5XH560200050",24,768.0,6400,BHSDCRB1.IPC.3545.P04.2509110732,AvenueCity,BaseIO 2,MVAJ41600755,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,,Execution.Debug,"Guru V, Narayana",CtrlS,Under Repair,online,,,,2025-09-18T06:33:09,Pass,,,Not Running
cs17ca101ms0810,BHS-AVC-CWF,2,"4D1141773DBB3AA9, 4D113FCC4987B53E","D5VE453100029, D5VE453100053",24,768.0,6400,BHSDCRB1.IPC.3544.P98.2508260307,AvenueCity,BaseIO 2,MVAJ41600055,,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-07-01T12:12:26,Pass,,,Not Running
cs17ca101ms0901,BHS-AVC-CWF,1,4DE4CD4D50707966,D5SB141800043,12,1152.0,6400,BHSDCRB1.IPC.3545.P04.2509080958,AvenueCity,Networking 1,MVAJ41600362,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-08-07T11:22:23,Pass,,,Not Running
cs17ca101ms0902,BHS-AVC-CWF,1,4DA305CEBCC3E50D,D56S1X7200048,12,1536.0,6400,BHSDCRB1.IPC.3544.P97.2508180758,AvenueCity,Networking 1,MVAJ41600682,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-08-20T09:52:46,Pass,,,Not Running
cs17ca101ms0903,BHS-AVC-CWF,1,4DA298CC98474E3C,D5LH361800196,12,1536.0,6400,BHSDCRB1.IPC.3545.P06.2509182314,AvenueCity,Networking 1,MVAJ41600094,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-07-31T04:01:07,Pass,,,Not Running
cs17ca101ms0904,BHS-AVC-CWF,1,4DA287CBB907091C,D5SN831300106,12,1152.0,7200,BHSDCRB1.IPC.3545.P04.2509080958,AvenueCity,CXL Mem Exp 3 1LM+Vol 2+2+2+2 DDR4 x8 256GB,MVAJ41600028,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-07-29T05:47:17,Fail,,,Not Running
cs17ca101ms0905,BHS-AVC-CWF,1,4E3D8AFC0B38E217,D58W8N2100283,12,1152.0,7200,BHSDCRB1.IPC.3545.P04.2509080958,AvenueCity,CXL Mem Exp 3 1LM+Vol 2+2+2+2 DDR4 x8 256GB,MVAJ41600432,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-08-12T05:12:19,Pass,,,Not Running
cs17ca101ms0906,BHS-AVC-CWF,1,4D37E6CB7BA1CE34,D57X1B6300029,12,1152.0,7200,BHSDCRB1.IPC.3545.P06.2509182314,AvenueCity,CXL Mem Exp 3 1LM+Vol 2+2+2+2 DDR4 x8 256GB,MVAJ41800123,,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-07-11T13:17:50,Pass,,,Not Running
cs17ca101ms0907,BHS-AVC-CWF,1,4D41174ED3146543,D55P3L1900020,12,1152.0,7200,BHSDCRB1.IPC.3545.P04.2509080958,AvenueCity,CXL Mem Exp 3 1LM+Vol 2+2+2+2 DDR4 x8 256GB,MVAJ41600052,,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-07-05T03:20:27,Pass,,,Not Running
cs17ca101ms0908,BHS-AVC-CWF,1,4D41194B79ABE70F,D5BG626000311,12,1152.0,7200,BHSDCRB1.IPC.3545.P04.2509080958,AvenueCity,CXL Mem Exp 3 1LM+Vol 2+2+2+2 DDR4 x8 256GB,MVAJ41600410,,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-07-04T10:24:15,Pass,,,Not Running
cs17ca101ms0909,BHS-AVC-CWF,1,4D4117CC385C8444,D55P3L1900024,12,1152.0,7200,BHSDCRB1.IPC.3545.P04.2509080958,AvenueCity,CXL Mem Exp 3 1LM+Vol 2+2+2+2 DDR4 x8 256GB,MVAJ41800147,,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-07-04T10:24:50,Pass,,,Not Running
cs17ca101ms0910,BHS-AVC-CWF,2,"4D222D4D9C47175D, 4D222D4C9A715722","D5RS454300227, D5G46D9200046",24,1152.0,6400,BHSDCRB1.IPC.3544.P97.2508180758,AvenueCity,BaseIO 2,MVAJ41600247,,DCAI,PSE,SNV.DPPS,SNV,DPPS,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-07-12T10:37:30,Pass,,,Not Running
cs17ca101ms1001,BHS-AVC-CWF,1,4D97D7CC629ECB41,D5GS828700153,12,576.0,6400,BHSDCRB1.IPC.3545.P06.2509182314,AvenueCity,Networking 1,MVAJ41600457,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-07-18T06:51:17,Pass,,,Not Running
cs17ca101ms1002,BHS-AVC-CWF,2,"4DE3D24CA9704938, 4DE3D15DA19ECF3E","D5QF552800217, D5WC366700202",24,2304.0,7200,BHSDCRB1.IPC.3544.P97.2508180758,AvenueCity,BaseIO 2,MVAJ41500030,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,,Execution.Debug,"Guru V, Narayana",CtrlS,Under Repair,offline,,,,2025-08-14T09:49:32,Pass,,,Not Running
cs17ca101ms1003,BHS-AVC-CWF,1,4DA2994DCF9E2B0F,D51KF12100028,12,768.0,7200,BHSDCRB1.IPC.3545.P04.2509080958,AvenueCity,Networking 1,MVAJ41500187,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,FV.Shared.ALL,FV,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Debug,"Jagadeesh, N; Guru V, Narayana",CtrlS,Under Repair,online,,,,2025-07-30T08:56:19,Pass,,,Not Running
cs17ca101ms1004,BHS-AVC-CWF,2,"4DE4CECB3BCB7F48, 4DE3DA2F85783879","D55430YB00316, D5SA581700276",24,3072.0,7200,BHSDCRB1.IPC.3544.P97.2508180758,AvenueCity,BaseIO 2,MVAJ41600600,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,,Execution.Debug,"Guru V, Narayana",CtrlS,Under Repair,online,,,,2025-09-30T09:42:48,Pass,,,Not Running
cs17ca101ms1005,BHS-AVC-CWF,1,4D5877FCAD1B7626,D5DX217700067,12,1536.0,7200,BHSDCRB1.IPC.3545.P04.2509080958,AvenueCity,Networking 1,MVAJ41500051,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-08-22T04:48:55,Pass,,,Not Running
cs17ca101ms1006,BHS-AVC-CWF,2,"4DA30547093FE9DF, 4DA4E1CC7A8FFF2E","D58Y4L4300069, D5079JT900097",24,3072.0,7200,BHSDCRB1.IPC.3545.P04.2509080958,AvenueCity,Networking 1,MVAJ41600378,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-08-13T06:15:31,Pass,,,Not Running
cs17ca101ms1007,BHS-AVC-CWF,2,"4EC2E6CD479EF83F, 4EC2E82F6BC459F9","D5YW437300147, D58W8N2100279",24,3072.0,6400,BHSDCRB1.IPC.3545.P04.2509110732,AvenueCity,Networking 1,MVAJ41600048,M23789-405,DCAI,PSE,SNV.DPPS,SNV,DPPS,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-09-22T10:20:01,Pass,,,Not Running
cs17ca101ms1008,BHS-AVC-CWF,2,"4DA426478334CC8F, 4DA4414A559A227A","D56N7M2100146, D56N7M2100189",24,1536.0,6400,BHSDCRB1.IPC.3545.P04.2509080958,AvenueCity,BaseIO 2,MVAJ41600027,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,,Execution.Debug,"Guru V, Narayana",CtrlS,Under Repair,online,,,,2025-07-19T12:25:31,Pass,,,Not Running
cs17ca101ms1009,BHS-AVC-CWF,2,"4D3789CA25B9430A, 4D3789BCB9B6F13D","D5G46D9200103, D5RS454300087",24,768.0,6400,BHSDCRB1.IPC.3544.P97.2508180758,AvenueCity,Networking 1,MVAJ41500267,,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-07-16T12:05:03,Pass,,,Not Running
cs17ca101ms1010,BHS-AVC-CWF,1,4DA33BCD0CA5FA45,D5LP471600095,12,1536.0,7200,BHSDCRB1.IPC.3545.P04.2509080958,AvenueCity,Networking 1,MVAJ41600035,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Released,"Jagadeesh, N; Guru V, Narayana",CtrlS,Validation,online,,,,2025-07-31T12:21:29,Pass,,,Not Running
cs17ca101ms1101,BHS-AVC-CWF,1,4DA305CC3563136F,D58Y4L4300059,12,800.0,6400,BHSDCRB1.IPC.3544.P97.2508180758,AvenueCity,Networking 1,MVAJ41600550,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-08-14T08:27:16,Pass,,,Not Running
cs17ca101ms1102,BHS-AVC-CWF,1,4DA2994B06303745,D5HC109600176,12,1536.0,6400,BHSDCRB1.IPC.3544.P97.2508180758,AvenueCity,Networking 1,MVAJ41800027,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-07-29T09:35:49,Pass,,,Not Running
cs17ca101ms1103,BHS-AVC-CWF,1,4DA44477892D4C56,D5F48G1300033,12,1536.0,6400,BHSDCRB1.IPC.3545.P04.2509080958,AvenueCity,Networking 1,MVAJ41800069,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-07-30T11:43:20,Pass,,,Not Running
cs17ca101ms1104,BHS-AVC-CWF,1,4D2174CC522B845A,D5851E4S00270,12,1152.0,6400,BHSDCRB1.IPC.3544.P97.2508180758,AvenueCity,Networking 1,MVAJ41800019,,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-07-01T08:52:47,Pass,,,Not Running
cs17ca101ms1105,BHS-AVC-CWF,1,4DA33C4BD9030750,D5LP471600062,12,1152.0,6400,BHSDCRB1.IPC.3545.P04.2509080958,AvenueCity,Networking 1,MVAJ41800125,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-08-01T09:48:52,Pass,,,Not Running
cs17ca101ms1106,BHS-AVC-CWF,2,"4D222C4C61B5D205, 4D222CCE37E13108","D5NN037300118, D5NN037300136",24,1152.0,6400,BHSDCRB1.IPC.3544.P81.2507010249,AvenueCity,BaseIO 2,MVAJ41600525,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,,Execution.Debug,"Guru V, Narayana",CtrlS,Under Repair,online,,,,2025-08-22T05:42:06,Pass,,,Not Running
cs17ca101ms1107,BHS-AVC-CWF,1,4DA287102F39A862,D58595BR00133,12,1152.0,6400,BHSDCRB1.IPC.3545.P04.2509080958,AvenueCity,Networking 1,MVAJ41800062,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-07-18T13:37:41,Pass,,,Not Running
cs17ca101ms1108,BHS-AVC-CWF,1,4DD00FCCBE8BDE74,D5G46D9200139,12,1152.0,6400,BHSDCRB1.IPC.3544.P86.2507300546,AvenueCity,Networking 1,MVAJ41800232,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Debug,"Guru V, Narayana",CtrlS,Under Repair,offline,,,,2025-08-22T06:36:41,Pass,,,Not Running
cs17ca101ms1109,BHS-AVC-CWF,2,"393E03775FE68AC6, 393E08778BEBFF4A","D51M2E9400041, D56N7M2100043",24,2304.0,6400,BHSDCRB1.IPC.3545.P04.2509080958,AvenueCity,Networking 1,MVAJ41800214,,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-06-21T10:39:02,Pass,,,Not Running
cs17ca101ms1110,BHS-AVC-CWF,2,"393E0D775DE839FA, 393E0F77B39A5EB7","D56N7M2100206, D51M2E9400247",24,2304.0,6400,BHSDCRB1.IPC.3545.P04.2509110732,AvenueCity,Networking 1,MVAJ41800193,,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,ALL,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-06-21T10:10:00,Pass,,,Not Running
cs17ca101ms1201,BHS-AVC-CWF,1,4E5B62089379F125,D58W8N2100222,12,1152.0,7200,BHSDCRB1.IPC.3544.P97.2508180758,AvenueCity,CXL Mem Exp 1 1LM+Vol 2(2) DDR5 x8 2ch 128GB,MVAJ41800215,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,,Execution.Debug,"Guru V, Narayana",CtrlS,Under Repair,online,,,,2025-08-05T06:40:45,Pass,,,Not Running
cs17ca101ms1202,BHS-AVC-CWF,2,"4DA2764DDBCA2A44, 4DA275CD900B305C","D5SN178800021, D5HC109600298",24,2304.0,6400,BHSDCRB1.IPC.3545.P06.2509182314,AvenueCity,BaseIO 2,MVAJ41800129,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,,Execution.Released,"Guru V, Narayana",CtrlS,Validation,online,,,,2025-07-21T11:11:02,Pass,,,Not Running
cs17ca101ms1203,BHS-AVC-CWF,2,"4DD010CDB79CF730, 4DDA91CAE0FF4E60","D5YM937900120, D5YM937900016",24,2304.0,7200,BHSDCRB1.IPC.3544.P97.2508180758,AvenueCity,BaseIO 2,MVAJ41800048,M23789-405,DCAI,PSE,SNV.DPPV,SNV,DPPV,PVST,RTFS.Shared,RTFS,Shared,CWF-AP,CWF,Clear Water Forest AP,,Execution.Debug,"Guru V, Narayana",CtrlS,Under Repair,online,,,,2025-07-30T09:28:11,Pass,,,Not Running
